city,year,n_total,n_solo_country,n_solo_author,n_collab,latitude,longitude
Aalborg,1999,1,0.0,0.0,1.0,57.01259,9.988539
Aalborg,2003,1,0.0,1.0,0.0,57.01259,9.988539
Aalborg,2004,1,0.0,1.0,0.0,57.01259,9.988539
Aalborg,2007,1,0.0,1.0,0.0,57.01259,9.988539
Aalborg,2008,1,0.0,1.0,0.0,57.01259,9.988539
Aarhus,2012,1,1.0,0.0,0.0,56.185997,10.232556
Aarhus,2018,1,0.0,0.0,1.0,56.185997,10.232556
Aarhus,2022,1,0.0,1.0,0.0,56.185997,10.232556
Aberdeen,1994,1,0.0,1.0,0.0,57.14603,-2.279009
Aberdeen,1999,1,0.0,1.0,0.0,57.14603,-2.279009
Accra,2021,1,0.0,0.0,1.0,5.60453,-0.1866
Accra,2022,1,0.0,0.0,1.0,5.60453,-0.1866
Adelaide,2004,1,0.0,1.0,0.0,-32.7002,26.294102
Adelaide,2007,1,0.0,1.0,0.0,-32.7002,26.294102
Ahmedabad,2017,1,0.0,1.0,0.0,23.046335,72.51873
Aix-en-Provence,2005,1,0.0,1.0,0.0,43.493687,5.34232
Akron,2023,1,0.0,0.0,1.0,41.072643,-81.5254
Albany,2010,1,0.0,0.0,1.0,42.63582,-73.76363
Albany,2016,1,0.0,1.0,0.0,42.63582,-73.76363
Albany,2021,1,0.0,0.0,1.0,42.63582,-73.76363
Alcalá de Henares,2017,1,0.0,1.0,0.0,40.48205,-3.35996
Amherst Center,1977,1,1.0,0.0,0.0,42.376118,-72.53242
Amherst Center,1992,1,0.0,1.0,0.0,42.376118,-72.53242
Amherst Center,2003,1,0.0,1.0,0.0,42.376118,-72.53242
Amherst Center,2006,1,0.0,1.0,0.0,42.376118,-72.53242
Amherst Center,2008,1,0.0,1.0,0.0,42.376118,-72.53242
Amherst Center,2018,1,0.0,1.0,0.0,42.376118,-72.53242
Amherst Center,2020,1,0.0,0.0,1.0,42.376118,-72.53242
Amherst Center,2021,1,0.0,0.0,1.0,42.376118,-72.53242
Amoy,2005,2,0.0,2.0,0.0,24.47979,118.08187
Amsterdam,1996,2,0.0,2.0,0.0,52.35465,4.898623
Amsterdam,1997,3,0.0,2.0,1.0,52.35465,4.898623
Amsterdam,1998,2,0.0,2.0,0.0,52.35465,4.898623
Amsterdam,2003,2,0.0,2.0,0.0,52.35465,4.898623
Amsterdam,2004,8,0.0,8.0,0.0,52.35465,4.898623
Amsterdam,2013,1,0.0,0.0,1.0,52.35465,4.898623
Amsterdam,2014,1,0.0,1.0,0.0,52.35465,4.898623
Amsterdam,2017,3,0.0,3.0,0.0,52.35465,4.898623
Amsterdam,2019,2,0.0,1.0,1.0,52.35465,4.898623
Amsterdam,2023,1,0.0,0.0,1.0,52.35465,4.898623
Anchorage,2018,1,0.0,1.0,0.0,61.19658,-149.87177
Anchorage,2020,1,1.0,0.0,0.0,61.19658,-149.87177
Ankara,2022,1,1.0,0.0,0.0,39.899693,32.775276
Ann Arbor,1980,1,0.0,1.0,0.0,42.27756,-83.74088
Ann Arbor,2002,1,0.0,1.0,0.0,42.27756,-83.74088
Ann Arbor,2009,1,1.0,0.0,0.0,42.27756,-83.74088
Ann Arbor,2013,1,0.0,0.0,1.0,42.27756,-83.74088
Ann Arbor,2015,1,1.0,0.0,0.0,42.27756,-83.74088
Antwerp,1994,1,0.0,1.0,0.0,51.197193,4.40995
Antwerp,2001,1,1.0,0.0,0.0,51.197193,4.40995
Antwerp,2003,1,0.0,0.0,1.0,51.197193,4.40995
Antwerp,2006,1,0.0,0.0,1.0,51.197193,4.40995
Antwerp,2009,1,0.0,1.0,0.0,51.197193,4.40995
Antwerp,2013,1,0.0,0.0,1.0,51.197193,4.40995
Antwerp,2015,1,1.0,0.0,0.0,51.197193,4.40995
Antwerp,2019,2,0.0,0.0,2.0,51.197193,4.40995
Antwerp,2023,2,2.0,0.0,0.0,51.197193,4.40995
Antwerp,2024,1,0.0,1.0,0.0,51.197193,4.40995
Araraquara,2023,1,1.0,0.0,0.0,-21.77562,-48.178646
Armidale,2000,1,0.0,0.0,1.0,-30.48619,151.6423
Arrasate / Mondragón,2024,2,0.0,1.0,1.0,43.06441,-2.48977
Asunción,2019,1,0.0,0.0,1.0,-25.28646,-57.647
Athens,1975,1,0.0,1.0,0.0,37.91744,23.742971
Athens,2003,2,0.0,0.0,2.0,37.91744,23.742971
Athens,2017,1,0.0,1.0,0.0,37.91744,23.742971
Athens,2022,1,0.0,1.0,0.0,37.91744,23.742971
Atlanta,2022,1,0.0,1.0,0.0,33.71083,-84.33857
Atlanta,2023,1,0.0,0.0,1.0,33.71083,-84.33857
Auburn,2021,1,0.0,0.0,1.0,32.585342,-85.494644
Auburn,2023,1,0.0,0.0,1.0,32.585342,-85.494644
Auckland,1993,1,0.0,1.0,0.0,-36.749744,174.70274
Auckland,1999,1,1.0,0.0,0.0,-36.749744,174.70274
Auckland,2007,1,0.0,1.0,0.0,-36.749744,174.70274
Auckland,2013,1,0.0,0.0,1.0,-36.749744,174.70274
Auckland,2015,1,0.0,0.0,1.0,-36.749744,174.70274
Auckland,2016,1,0.0,1.0,0.0,-36.749744,174.70274
Auckland,2017,1,0.0,1.0,0.0,-36.749744,174.70274
Auckland,2020,1,0.0,0.0,1.0,-36.749744,174.70274
Augsburg,2015,1,0.0,0.0,1.0,48.385647,10.847399
Augsburg,2018,1,0.0,0.0,1.0,48.385647,10.847399
Austin,2017,1,0.0,1.0,0.0,30.297606,-97.70494
Aveiro,2020,1,0.0,0.0,1.0,40.64427,-8.64554
Azusa,2020,1,0.0,0.0,1.0,34.12918,-117.88902
Bagnolet,2002,1,0.0,1.0,0.0,48.858936,2.415444
Baku,2019,1,0.0,0.0,1.0,40.420933,49.820126
Baku,2023,1,0.0,1.0,0.0,40.420933,49.820126
Baltimore,1983,1,0.0,1.0,0.0,39.35362,-76.6301
Baltimore,1986,1,0.0,0.0,1.0,39.35362,-76.6301
Baltimore,1999,1,0.0,0.0,1.0,39.35362,-76.6301
Baltimore,2014,1,0.0,0.0,1.0,39.35362,-76.6301
Baltimore,2015,1,0.0,1.0,0.0,39.35362,-76.6301
Baltimore,2017,1,0.0,0.0,1.0,39.35362,-76.6301
Baltimore,2018,1,0.0,0.0,1.0,39.35362,-76.6301
Bamberg,2020,1,0.0,1.0,0.0,49.89873,10.90067
Bamberg,2022,1,0.0,0.0,1.0,49.89873,10.90067
Bangor,2006,1,0.0,1.0,0.0,44.799957,-68.77149
Barcelona,1994,1,0.0,1.0,0.0,41.38879,2.15899
Barcelona,2012,1,1.0,0.0,0.0,41.38879,2.15899
Barcelona,2014,1,0.0,0.0,1.0,41.38879,2.15899
Barcelona,2015,1,0.0,0.0,1.0,41.38879,2.15899
Barcelona,2016,2,0.0,1.0,1.0,41.38879,2.15899
Barcelona,2018,1,0.0,1.0,0.0,41.38879,2.15899
Barcelona,2019,4,1.0,0.0,3.0,41.38879,2.15899
Barcelona,2020,1,0.0,0.0,1.0,41.38879,2.15899
Barcelona,2021,8,0.0,1.0,7.0,41.38879,2.15899
Barcelona,2022,2,0.0,0.0,2.0,41.38879,2.15899
Barcelona,2023,3,1.0,0.0,2.0,41.38879,2.15899
Barcelona,2024,1,0.0,0.0,1.0,41.38879,2.15899
Bath,1996,2,0.0,2.0,0.0,51.35842,-2.346769
Bath,1997,1,0.0,1.0,0.0,51.35842,-2.346769
Bath,2008,2,1.0,0.0,1.0,51.35842,-2.346769
Bath,2011,2,0.0,2.0,0.0,51.35842,-2.346769
Bath,2012,2,0.0,2.0,0.0,51.35842,-2.346769
Bath,2016,2,0.0,1.0,1.0,51.35842,-2.346769
Bath,2017,3,0.0,2.0,1.0,51.35842,-2.346769
Bath,2018,3,0.0,1.0,2.0,51.35842,-2.346769
Bath,2019,4,1.0,2.0,1.0,51.35842,-2.346769
Bath,2020,2,0.0,0.0,2.0,51.35842,-2.346769
Bath,2021,2,0.0,2.0,0.0,51.35842,-2.346769
Bath,2022,18,0.0,15.0,3.0,51.35842,-2.346769
Bath,2023,5,1.0,2.0,2.0,51.35842,-2.346769
Bath,2024,2,0.0,1.0,1.0,51.35842,-2.346769
Beersheba,2020,1,0.0,0.0,1.0,31.25291,34.790882
Beijing,2003,1,0.0,1.0,0.0,39.9075,116.39723
Beijing,2005,1,0.0,1.0,0.0,39.9075,116.39723
Beijing,2006,1,0.0,0.0,1.0,39.9075,116.39723
Beijing,2007,3,0.0,3.0,0.0,39.9075,116.39723
Beijing,2008,1,0.0,1.0,0.0,39.9075,116.39723
Beijing,2010,1,0.0,1.0,0.0,39.9075,116.39723
Beijing,2014,1,0.0,1.0,0.0,39.9075,116.39723
Beijing,2018,1,0.0,0.0,1.0,39.9075,116.39723
Beijing,2023,2,0.0,0.0,2.0,39.9075,116.39723
Belfast,2012,1,0.0,1.0,0.0,54.606712,-5.933526
Bengaluru,2020,1,1.0,0.0,0.0,12.952971,77.588264
Bengkulu,2020,1,0.0,1.0,0.0,-3.790522,102.256805
Bergamo,2008,1,0.0,0.0,1.0,45.698013,9.675046
Bergen,1999,1,0.0,1.0,0.0,60.381477,5.331528
Bergen,2017,1,0.0,0.0,1.0,60.381477,5.331528
Bergen,2020,1,0.0,1.0,0.0,60.381477,5.331528
Berkeley,1992,1,0.0,0.0,1.0,37.87522,-122.301414
Berkeley,2009,1,0.0,1.0,0.0,37.87522,-122.301414
Berkeley,2010,2,0.0,1.0,1.0,37.87522,-122.301414
Berkeley,2016,4,0.0,1.0,3.0,37.87522,-122.301414
Berkeley,2017,1,0.0,1.0,0.0,37.87522,-122.301414
Berkeley,2019,4,1.0,0.0,3.0,37.87522,-122.301414
Berlin,2002,1,0.0,0.0,1.0,52.538307,13.34176
Berlin,2008,1,0.0,0.0,1.0,52.538307,13.34176
Berlin,2014,3,0.0,2.0,1.0,52.538307,13.34176
Berlin,2015,2,0.0,0.0,2.0,52.538307,13.34176
Berlin,2017,1,0.0,0.0,1.0,52.538307,13.34176
Berlin,2018,3,0.0,3.0,0.0,52.538307,13.34176
Berlin,2019,2,0.0,1.0,1.0,52.538307,13.34176
Berlin,2020,1,0.0,0.0,1.0,52.538307,13.34176
Berlin,2022,1,0.0,1.0,0.0,52.538307,13.34176
Berlin,2023,3,0.0,0.0,3.0,52.538307,13.34176
Berlin,2024,1,0.0,0.0,1.0,52.538307,13.34176
Bern,2007,1,1.0,0.0,0.0,46.94292,7.450195
Bern,2008,1,0.0,1.0,0.0,46.94292,7.450195
Bern,2013,1,0.0,1.0,0.0,46.94292,7.450195
Bern,2018,1,0.0,1.0,0.0,46.94292,7.450195
Bern,2019,2,0.0,1.0,1.0,46.94292,7.450195
Biała Podlaska,2020,1,0.0,1.0,0.0,52.03238,23.11652
Bielefeld,2021,2,0.0,2.0,0.0,51.972824,8.50893
Birmingham,2003,1,0.0,0.0,1.0,52.48142,-1.89983
Birmingham,2014,1,0.0,1.0,0.0,52.48142,-1.89983
Birmingham,2015,1,0.0,1.0,0.0,52.48142,-1.89983
Birmingham,2017,3,1.0,2.0,0.0,52.48142,-1.89983
Birmingham,2021,1,0.0,1.0,0.0,52.48142,-1.89983
Blacksburg,2016,1,0.0,1.0,0.0,37.199142,-80.40815
Blacksburg,2018,1,0.0,0.0,1.0,37.199142,-80.40815
Blacksburg,2019,1,0.0,0.0,1.0,37.199142,-80.40815
Bloomington,2006,1,0.0,1.0,0.0,40.49017,-88.90918
Bloomington,2008,1,0.0,1.0,0.0,40.49017,-88.90918
Bloomington,2018,1,0.0,0.0,1.0,40.49017,-88.90918
Bloomsburg,2018,1,0.0,0.0,1.0,41.008022,-76.44791
Bochum,2016,1,0.0,1.0,0.0,51.504574,7.206462
Bochum,2023,3,0.0,0.0,3.0,51.504574,7.206462
Bodø,2011,1,0.0,0.0,1.0,67.28503,14.379835
Bodø,2014,1,0.0,0.0,1.0,67.28503,14.379835
Bogor,2021,2,0.0,2.0,0.0,-6.568336,106.78077
Bogor,2023,1,1.0,0.0,0.0,-6.568336,106.78077
Bogotá,2005,1,0.0,1.0,0.0,4.60971,-74.08175
Bogotá,2006,1,0.0,1.0,0.0,4.60971,-74.08175
Bologna,2002,1,0.0,0.0,1.0,44.522182,11.338531
Bologna,2007,1,1.0,0.0,0.0,44.522182,11.338531
Bolzano,2021,1,0.0,1.0,0.0,46.4714,11.326251
Bonn,1999,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2003,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2006,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2008,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2010,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2011,5,1.0,0.0,4.0,50.7289,7.106497
Bonn,2012,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2013,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2017,1,0.0,1.0,0.0,50.7289,7.106497
Bonn,2020,1,0.0,0.0,1.0,50.7289,7.106497
Bonn,2024,1,0.0,0.0,1.0,50.7289,7.106497
Boone,2019,1,0.0,0.0,1.0,36.26303,-81.78506
Boone,2020,2,0.0,2.0,0.0,36.26303,-81.78506
Boone,2021,2,1.0,1.0,0.0,36.26303,-81.78506
Boone,2023,4,2.0,0.0,2.0,36.26303,-81.78506
Boston,1984,1,0.0,1.0,0.0,42.354202,-71.07486
Boston,1988,1,0.0,0.0,1.0,42.354202,-71.07486
Boston,1995,1,0.0,0.0,1.0,42.354202,-71.07486
Boston,2002,1,0.0,1.0,0.0,42.354202,-71.07486
Boston,2005,1,0.0,1.0,0.0,42.354202,-71.07486
Boston,2008,1,0.0,0.0,1.0,42.354202,-71.07486
Boston,2010,1,0.0,1.0,0.0,42.354202,-71.07486
Boston,2018,2,0.0,1.0,1.0,42.354202,-71.07486
Boston,2020,1,0.0,1.0,0.0,42.354202,-71.07486
Boston,2022,1,0.0,1.0,0.0,42.354202,-71.07486
Bouaké,1970,1,0.0,1.0,0.0,7.686428,-5.066668
Bouaké,2018,1,1.0,0.0,0.0,7.686428,-5.066668
Bowling Green,1993,1,0.0,1.0,0.0,41.355328,-83.61641
Bowling Green,2014,1,0.0,1.0,0.0,41.355328,-83.61641
Bradford,1994,1,1.0,0.0,0.0,53.806767,-1.796155
Braga,2019,1,0.0,1.0,0.0,41.573284,-8.424569
Braga,2020,1,0.0,1.0,0.0,41.573284,-8.424569
Braga,2021,11,3.0,1.0,7.0,41.573284,-8.424569
Braga,2022,2,1.0,0.0,1.0,41.573284,-8.424569
Brasília,2015,1,0.0,0.0,1.0,-15.747494,-47.899082
Brasília,2022,1,0.0,1.0,0.0,-15.747494,-47.899082
Bratislava,2018,1,0.0,0.0,1.0,48.17129,17.10988
Bratislava,2022,1,0.0,0.0,1.0,48.17129,17.10988
Braunschweig,2016,1,0.0,1.0,0.0,52.277107,10.529457
Bremen,1997,1,1.0,0.0,0.0,53.080208,8.815079
Bremen,1999,1,0.0,1.0,0.0,53.080208,8.815079
Bremen,2000,1,0.0,1.0,0.0,53.080208,8.815079
Bremen,2012,1,1.0,0.0,0.0,53.080208,8.815079
Bremen,2017,1,0.0,0.0,1.0,53.080208,8.815079
Brighton,2016,2,0.0,1.0,1.0,50.8216,-0.143432
Brighton,2018,2,0.0,1.0,1.0,50.8216,-0.143432
Brighton,2020,1,0.0,1.0,0.0,50.8216,-0.143432
Brighton,2021,1,0.0,1.0,0.0,50.8216,-0.143432
Brighton,2024,1,0.0,0.0,1.0,50.8216,-0.143432
Brisbane,2015,1,0.0,1.0,0.0,-27.504896,152.97615
Brisbane,2016,2,1.0,1.0,0.0,-27.504896,152.97615
Brisbane,2019,14,0.0,11.0,3.0,-27.504896,152.97615
Brisbane,2020,3,0.0,2.0,1.0,-27.504896,152.97615
Brisbane,2022,2,0.0,1.0,1.0,-27.504896,152.97615
Brisbane,2023,4,0.0,1.0,3.0,-27.504896,152.97615
Bristol,1988,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2001,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2008,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2012,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2015,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2017,1,0.0,0.0,1.0,51.45094,-2.599192
Bristol,2018,1,0.0,0.0,1.0,51.45094,-2.599192
Bristol,2019,1,0.0,0.0,1.0,51.45094,-2.599192
Bristol,2020,5,0.0,5.0,0.0,51.45094,-2.599192
Bristol,2021,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2023,1,0.0,1.0,0.0,51.45094,-2.599192
Bristol,2024,1,0.0,1.0,0.0,51.45094,-2.599192
Brockport,2003,1,0.0,1.0,0.0,43.21367,-77.93918
Brunswick,1999,1,0.0,1.0,0.0,31.149666,-81.49614
Brussels,1993,1,0.0,1.0,0.0,50.841236,4.371717
Brussels,2001,1,0.0,0.0,1.0,50.841236,4.371717
Brussels,2016,1,0.0,0.0,1.0,50.841236,4.371717
Brussels,2018,1,1.0,0.0,0.0,50.841236,4.371717
Brussels,2020,2,0.0,1.0,1.0,50.841236,4.371717
Brussels,2021,4,0.0,2.0,2.0,50.841236,4.371717
Brussels,2022,3,0.0,2.0,1.0,50.841236,4.371717
Brussels,2023,1,0.0,1.0,0.0,50.841236,4.371717
Bucharest,2018,1,0.0,1.0,0.0,44.426937,26.092825
Budapest,2019,1,1.0,0.0,0.0,47.49835,19.04045
Budapest,2022,1,1.0,0.0,0.0,47.49835,19.04045
Buenos Aires,2014,1,0.0,0.0,1.0,-34.61315,-58.37723
Buenos Aires,2016,1,0.0,1.0,0.0,-34.61315,-58.37723
Buenos Aires,2022,1,0.0,1.0,0.0,-34.61315,-58.37723
Buffalo,2017,1,0.0,1.0,0.0,44.35514,-106.65949
Burlington,2005,1,0.0,0.0,1.0,42.4979,-71.22148
Burlington,2017,1,0.0,1.0,0.0,42.4979,-71.22148
Burlington,2023,1,0.0,1.0,0.0,42.4979,-71.22148
Burnaby,2004,1,1.0,0.0,0.0,49.19106,-122.99426
Burnaby,2018,1,0.0,1.0,0.0,49.19106,-122.99426
Burnaby,2020,2,0.0,0.0,2.0,49.19106,-122.99426
Burnaby,2021,1,0.0,0.0,1.0,49.19106,-122.99426
Burwood,2017,1,0.0,0.0,1.0,-37.84978,145.119
Burwood,2019,1,0.0,1.0,0.0,-37.84978,145.119
Burwood,2020,1,0.0,1.0,0.0,-37.84978,145.119
Burwood,2023,2,1.0,1.0,0.0,-37.84978,145.119
Cairo,2020,1,0.0,0.0,1.0,30.056013,31.229746
Calgary,2008,1,0.0,0.0,1.0,51.086365,-114.009
Calgary,2012,1,0.0,0.0,1.0,51.086365,-114.009
Calgary,2013,2,2.0,0.0,0.0,51.086365,-114.009
Calgary,2016,1,0.0,0.0,1.0,51.086365,-114.009
Calgary,2017,1,0.0,1.0,0.0,51.086365,-114.009
Calgary,2019,1,1.0,0.0,0.0,51.086365,-114.009
Calgary,2020,7,5.0,0.0,2.0,51.086365,-114.009
Calgary,2021,4,3.0,0.0,1.0,51.086365,-114.009
Calgary,2023,1,1.0,0.0,0.0,51.086365,-114.009
California,1995,1,0.0,0.0,1.0,38.311832,-76.53798
California,2009,1,1.0,0.0,0.0,38.311832,-76.53798
California,2020,1,0.0,0.0,1.0,38.311832,-76.53798
Cambridge,1970,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,1977,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,1980,1,1.0,0.0,0.0,52.20877,0.148915
Cambridge,1981,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,1993,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,1996,1,1.0,0.0,0.0,52.20877,0.148915
Cambridge,1997,3,0.0,2.0,1.0,52.20877,0.148915
Cambridge,1998,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,1999,1,1.0,0.0,0.0,52.20877,0.148915
Cambridge,2000,1,1.0,0.0,0.0,52.20877,0.148915
Cambridge,2001,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,2003,2,0.0,2.0,0.0,52.20877,0.148915
Cambridge,2006,1,0.0,0.0,1.0,52.20877,0.148915
Cambridge,2008,2,1.0,0.0,1.0,52.20877,0.148915
Cambridge,2010,4,0.0,0.0,4.0,52.20877,0.148915
Cambridge,2011,2,1.0,1.0,0.0,52.20877,0.148915
Cambridge,2012,1,0.0,1.0,0.0,52.20877,0.148915
Cambridge,2013,1,0.0,0.0,1.0,52.20877,0.148915
Cambridge,2015,1,0.0,0.0,1.0,52.20877,0.148915
Cambridge,2016,3,0.0,1.0,2.0,52.20877,0.148915
Cambridge,2017,3,0.0,3.0,0.0,52.20877,0.148915
Cambridge,2018,7,3.0,2.0,2.0,52.20877,0.148915
Cambridge,2019,5,2.0,1.0,2.0,52.20877,0.148915
Cambridge,2020,3,0.0,0.0,3.0,52.20877,0.148915
Cambridge,2021,5,0.0,3.0,2.0,52.20877,0.148915
Campinas,1998,1,0.0,1.0,0.0,-22.832014,-47.07766
Campinas,2013,1,0.0,1.0,0.0,-22.832014,-47.07766
Canberra,1992,1,0.0,1.0,0.0,-35.322845,149.09682
Canberra,1998,1,0.0,0.0,1.0,-35.322845,149.09682
Canberra,2000,2,1.0,1.0,0.0,-35.322845,149.09682
Canberra,2001,1,0.0,1.0,0.0,-35.322845,149.09682
Canberra,2007,1,0.0,1.0,0.0,-35.322845,149.09682
Canberra,2009,1,0.0,1.0,0.0,-35.322845,149.09682
Canberra,2018,2,0.0,1.0,1.0,-35.322845,149.09682
Canberra,2019,1,1.0,0.0,0.0,-35.322845,149.09682
Canberra,2020,1,0.0,0.0,1.0,-35.322845,149.09682
Canberra,2021,1,0.0,0.0,1.0,-35.322845,149.09682
Canberra,2022,2,0.0,1.0,1.0,-35.322845,149.09682
Canberra,2023,1,0.0,1.0,0.0,-35.322845,149.09682
Canterbury,2008,1,0.0,1.0,0.0,51.281925,1.077419
Canterbury,2015,1,0.0,1.0,0.0,51.281925,1.077419
Cape Town,2001,1,0.0,1.0,0.0,-33.935123,18.460941
Caracas,2020,1,0.0,1.0,0.0,10.49724,-66.844086
Cardiff,2013,1,0.0,0.0,1.0,51.480923,-3.180977
Cardiff,2021,1,0.0,0.0,1.0,51.480923,-3.180977
Cardiff,2023,1,0.0,0.0,1.0,51.480923,-3.180977
Carlow,2012,1,0.0,0.0,1.0,52.839752,-6.931281
Carlow,2015,1,0.0,0.0,1.0,52.839752,-6.931281
Cassino,2009,1,1.0,0.0,0.0,41.48581,13.82835
Cassino,2022,1,0.0,1.0,0.0,41.48581,13.82835
Castellon,2012,1,1.0,0.0,0.0,39.98567,-0.04935
Celje,2022,1,0.0,0.0,1.0,46.23568,15.278768
Cerdanyola del Vallès,2000,1,0.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2004,1,0.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2009,1,0.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2010,2,2.0,0.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2011,1,0.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2012,2,2.0,0.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2013,2,1.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2014,1,0.0,0.0,1.0,41.489445,2.125722
Cerdanyola del Vallès,2018,1,0.0,1.0,0.0,41.489445,2.125722
Cerdanyola del Vallès,2019,1,0.0,0.0,1.0,41.489445,2.125722
Cerdanyola del Vallès,2023,1,0.0,1.0,0.0,41.489445,2.125722
Cergy-Pontoise,2022,1,0.0,0.0,1.0,49.03894,2.07805
Champs-sur-Marne,2016,1,1.0,0.0,0.0,48.85,2.6
